File_Name,Sweep,Segment_Type,Duration,Mean,Std,Min,Max,Skewness,Kurtosis,Area,Mean_Deriv,Std_Deriv,Min_Deriv,Max_Deriv,Skewness_Deriv,Kurtosis_Deriv
cell104basal.abf,2,Non-burst,2.1386000000000003,-66.648254,3.8905866,-69.956,40.654,6.237951,100.26347,-142.54393,7.1065154,4856.967,-123839.0,423120.0,31.549309,2864.8271
cell104basal.abf,2,Non-burst,2.845700000000001,-67.46162,2.808863,-69.675,23.329,7.654437,133.64801,-191.97997,-32.495342,3331.666,-112581.0,10320.016,-5.827357,174.7093
cell104basal.abf,3,Non-burst,0.0369,-46.932163,6.1251817,-49.879,25.049,8.287863,82.75482,-1.7352843,2011.084,15700.379,-7509.9946,212335.0,9.466937,104.30243
cell104basal.abf,3,Burst,0.19790000000000002,-48.66206,7.717728,-55.196,28.927,6.478146,52.541927,-9.637561,-3.1581292,16193.118,-131346.3,203899.0,2.4749725,71.410995
cell104basal.abf,3,Burst,0.7073999999999998,-45.98988,10.092193,-57.479,40.623,4.5162888,24.347301,-32.5362,-31.126785,22498.965,-176690.02,301467.0,1.3198768,33.819424
cell104basal.abf,3,Burst,0.5640999999999998,-46.79349,11.304785,-58.636,39.716,3.671114,17.671494,-26.404049,-28.71655,23867.223,-185132.02,297396.03,1.2605135,30.953316
cell104basal.abf,3,Burst,0.5168999999999997,-45.168232,10.008901,-57.51,39.778,4.6708255,24.996618,-23.35513,-31.822367,22741.29,-171060.0,253933.0,1.1481105,30.451172
cell104basal.abf,3,Non-burst,4.2832,-67.16314,2.8466358,-69.456,40.623,8.340905,166.05267,-287.6831,3.7819824,3950.637,-116645.5,399040.0,25.542788,2653.8296
cell104basal.abf,3,Non-burst,7.713400000000001,-66.88513,2.1799386,-69.081,39.716,11.187473,311.77325,-515.9217,1.8933277,3627.937,-118832.0,416234.03,21.958344,2546.841
cell104basal.abf,3,Non-burst,1.2773000000000003,-64.75824,4.617794,-68.361,39.778,5.0102615,65.65761,-82.72534,12.730761,5702.912,-121337.0,412480.03,30.677616,2309.7024
cell104basal.abf,3,Non-burst,6.2028,-66.48325,2.130553,-68.705,23.329,9.033244,201.52559,-412.38678,-14.600502,3151.5415,-120086.01,10949.937,-3.4564235,115.91119
cell104basal.abf,4,Non-burst,4.3429,-66.90613,1.5728669,-69.237,41.967,15.580379,797.87836,-290.57202,25.30337,3776.7195,-10009.995,373389.97,29.088057,2546.7263
cell104basal.abf,4,Burst,0.3246000000000002,-43.367935,11.342188,-57.823,41.967,4.1662884,18.70676,-14.084915,-52.310516,27186.684,-180124.61,281450.0,0.88983464,21.533924
cell104basal.abf,4,Burst,0.2787000000000006,-43.222836,11.5601635,-57.228,39.747,3.92388,16.907755,-12.053628,-62.612083,27176.6,-174504.0,224540.02,0.69156826,19.062984
cell104basal.abf,4,Burst,0.3454000000000006,-44.299873,11.109192,-57.666,40.935,4.152946,19.492653,-15.30887,-47.984962,25595.104,-172305.98,301779.0,0.96457696,24.85715
cell104basal.abf,4,Burst,0.3415999999999997,-46.50706,9.819478,-57.541,38.872,4.994045,28.659678,-15.894826,-30.670374,21920.607,-159492.0,242981.0,1.2988929,35.419666
cell104basal.abf,4,Burst,0.7611999999999988,-45.76495,9.689129,-57.51,39.716,4.861007,27.927485,-34.84414,-18.159485,22176.152,-194823.0,250493.0,1.1043911,34.067085
cell104basal.abf,4,Burst,0.5078000000000031,-45.27357,10.166938,-58.917,40.154,4.7719593,25.687923,-22.997723,-29.129578,23743.086,-174502.0,307718.03,1.2063353,32.01003
cell104basal.abf,4,Burst,0.23609999999999687,-45.0809,10.184363,-57.166,37.589,4.901059,26.536127,-10.646689,-56.71181,24081.488,-159174.0,267689.0,1.1279943,29.573284
cell104basal.abf,4,Burst,0.4220000000000006,-46.625416,9.3377,-57.791,37.308,5.2089863,31.854347,-19.683783,-25.419447,20639.316,-164802.0,273325.0,1.2924179,40.63646
cell104basal.abf,4,Non-burst,1.1782999999999992,-64.303825,4.250555,-67.423,31.523,5.299706,71.24759,-75.77203,5.5474505,5851.932,-133216.0,409985.03,29.767862,2221.7434
cell104basal.abf,4,Non-burst,1.7188999999999997,-64.47812,4.039956,-68.83,22.297,4.4107566,53.39069,-110.833206,-5.3490806,4522.2583,-119148.0,312100.0,18.315825,1525.6726
cell104basal.abf,4,Non-burst,0.8621999999999996,-62.981445,5.3175006,-67.861,38.872,4.0611663,48.014027,-54.312057,16.830194,6372.1577,-122277.01,366200.0,23.301579,1423.7216
cell104basal.abf,4,Non-burst,6.860200000000001,-66.39195,1.9313521,-68.518,39.716,12.096959,386.60944,-455.47208,1.6502434,3713.4727,-137911.0,413734.0,21.98123,2571.781
cell104basal.abf,4,Non-burst,2.0307999999999993,-65.409325,2.9039516,-68.142,25.893,9.15329,187.0559,-132.83536,-4.8663025,4472.2456,-127276.01,337740.03,19.516836,1806.7925
cell104basal.abf,4,Non-burst,0.6463999999999999,-62.47736,4.863816,-67.298,37.589,6.269418,90.9179,-40.394756,18.915533,7006.303,-126028.01,327110.0,17.925396,927.36676
cell104basal.abf,4,Non-burst,0.6400000000000006,-63.440372,4.7269144,-67.673,25.737,4.869884,59.439964,-40.603466,-29.517757,5995.983,-129782.016,261746.02,10.105665,731.9034
cell104basal.abf,4,Non-burst,0.00280000000000058,-39.188625,25.877201,-56.071,26.581,1.5905836,1.0192876,-0.112428896,-27687.143,44530.316,-130718.01,7509.9946,-1.1590515,-0.22138977
cell104basal.abf,5,Non-burst,11.0165,-65.85357,2.2474446,-69.925,41.217,2.919662,59.390182,-725.4812,9.39037,3326.1648,-10009.995,366825.0,18.127005,1771.2632
cell104basal.abf,5,Burst,0.49599999999999866,-45.219494,10.141856,-57.729,41.217,4.8308697,26.160479,-22.431911,-43.575317,24078.668,-188886.98,247368.0,0.9906968,28.914864
cell104basal.abf,5,Non-burst,9.987400000000001,-66.36339,1.6868252,-68.611,24.08,9.81522,271.34592,-662.80225,-8.970902,3090.7993,-120716.0,10630.036,-2.413106,85.69569
cell104basal.abf,6,Non-burst,0.4083,-62.673336,3.7360187,-65.641,38.09,8.478272,172.65915,-25.594456,251.91037,7524.732,-9700.013,291770.03,28.851076,1031.0454
cell104basal.abf,6,Burst,0.9392999999999999,-46.400772,9.162523,-57.353,38.09,4.99718,29.954052,-43.5869,-24.607132,19957.852,-165427.0,224539.0,1.193139,37.41219
cell104basal.abf,6,Burst,1.1296999999999997,-45.755245,9.090241,-56.916,38.684,5.247812,31.454597,-51.697437,-12.539612,20440.89,-167618.31,240174.02,1.2511495,35.699486
cell104basal.abf,6,Burst,0.2347999999999999,-46.248737,9.344288,-56.04,34.618,5.4841638,33.794777,-10.86681,-40.88586,21793.604,-148856.0,255499.0,1.6107731,38.423317
cell104basal.abf,6,Burst,0.7163000000000004,-45.51802,9.305444,-57.26,37.589,5.126683,29.585442,-32.61224,-17.506632,20840.703,-161050.0,278008.0,1.1734884,34.540485
cell104basal.abf,6,Burst,0.2237000000000009,-45.88265,9.566563,-56.509,34.681,5.118861,30.052742,-10.271574,-38.444344,21778.062,-150737.0,217971.0,1.2848092,34.597466
cell104basal.abf,6,Non-burst,9.5312,-63.459076,2.3037484,-66.798,38.684,5.753109,141.25436,-604.85065,1.3616314,3527.864,-124151.01,340240.03,10.996556,1136.4219
cell104basal.abf,6,Non-burst,0.6742000000000008,-59.066814,4.174621,-63.577,34.618,7.351929,125.10188,-39.83171,14.980727,6688.8086,-123213.0,332425.0,18.5846,1039.1681
cell104basal.abf,6,Non-burst,2.3576999999999995,-62.94467,2.7821438,-65.547,37.589,9.988693,242.00461,-148.41406,5.3318887,4563.94,-130405.0,339620.0,19.720272,1586.5
cell104basal.abf,6,Non-burst,0.9664999999999981,-59.53972,3.8932827,-64.108,32.336,6.049336,107.1943,-57.548008,7.5403624,5962.8667,-128530.01,304597.0,17.334398,1018.4569
cell104basal.abf,6,Non-burst,4.318200000000001,-63.60929,1.9642361,-66.454,26.081,9.524334,291.66162,-274.68207,-20.87143,3342.543,-123216.305,10950.013,-4.4925427,146.19205
cell104basal.abf,7,Non-burst,0.1502,-60.466187,5.128901,-64.921,37.589,7.293689,115.713684,-9.086712,681.032,11713.678,-9389.992,296150.03,20.270761,461.6993
cell104basal.abf,7,Burst,1.1753999999999998,-47.274067,8.73145,-56.259,37.589,5.1636996,32.950363,-55.569065,-10.722374,18475.268,-165739.0,263622.03,1.4430008,45.839405
cell104basal.abf,7,Burst,1.3525999999999998,-47.13135,8.038238,-56.634,37.183,5.9029336,41.483234,-63.757774,-7.65266,17371.955,-157610.0,251430.02,1.5658536,51.02689
cell104basal.abf,7,Burst,0.37870000000000026,-44.235027,9.983066,-56.134,36.808,4.5886216,23.40986,-16.759274,-33.60972,22482.879,-148548.1,225789.0,0.85630476,26.0963
cell104basal.abf,7,Burst,0.6871999999999989,-45.16558,9.562037,-58.479,37.433,4.798556,26.189291,-31.04084,-20.026197,21319.725,-168555.0,268627.28,1.0746907,32.25214
cell104basal.abf,7,Burst,0.34380000000000166,-42.982716,10.718569,-56.259,38.215,4.203442,19.11997,-14.78482,-44.11573,24782.031,-167935.02,250490.0,0.75768846,21.284756
cell104basal.abf,7,Non-burst,2.3645000000000005,-61.963825,3.3788164,-66.641,37.183,5.00244,104.00179,-146.52281,4.8805246,4574.541,-124151.01,364013.0,22.030825,1914.5126
cell104basal.abf,7,Non-burst,2.0163,-62.74483,3.041279,-66.204,36.808,9.007576,215.79308,-126.52184,4.9476705,4809.919,-126967.01,358070.0,21.797987,1774.2543
cell104basal.abf,7,Non-burst,5.1969,-62.894085,2.8050873,-66.798,37.433,5.109655,100.95814,-326.86362,2.5694163,3846.7925,-121024.0,366200.03,17.653824,1769.6986
cell104basal.abf,7,Non-burst,6.1678999999999995,-63.53533,2.3684807,-66.391,24.58,5.991974,118.04966,-391.88187,-0.56779057,3693.5032,-125714.0,349629.97,13.61841,1459.9304
cell104basal.abf,7,Non-burst,1.6663999999999994,-62.996296,2.7103586,-65.484,23.048,8.681061,180.83517,-104.981255,-52.33977,3717.6912,-115397.0,11259.995,-7.3163915,200.20448
cell104basal.abf,8,Non-burst,0.9917,-64.09942,2.5486126,-65.922,35.15,16.245401,522.94037,-63.572285,101.22417,5355.5107,-9379.959,325854.03,34.076847,1830.7937
cell104basal.abf,8,Burst,0.7101,-45.102867,9.148232,-56.384,35.15,4.984247,28.430145,-32.034954,-17.263765,20395.994,-166680.0,259560.0,1.1421844,34.313515
cell104basal.abf,8,Burst,0.24370000000000047,-43.25036,10.888572,-55.821,37.496,4.2397184,19.438423,-10.547491,-57.23433,25408.55,-161050.0,247980.02,0.84568375,21.990667
cell104basal.abf,8,Burst,1.2001999999999997,-46.53089,8.608946,-56.853,35.557,5.2453194,33.06382,-55.848988,-15.739506,18485.643,-158554.0,258310.02,1.3785009,43.556034
cell104basal.abf,8,Burst,0.4435000000000002,-44.185165,9.724699,-56.29,36.088,4.621936,23.798105,-19.603523,-28.133032,21399.783,-154800.0,261432.0,0.89410144,28.833004
cell104basal.abf,8,Burst,0.21110000000000007,-43.88237,10.771933,-55.915,33.649,4.1750283,18.963581,-9.270821,-47.403984,24120.906,-142290.0,243297.02,0.75397605,22.037325
cell104basal.abf,8,Burst,0.14470000000000027,-42.372757,11.340685,-55.54,34.181,3.9409037,16.635443,-6.138402,-81.693115,26170.908,-147921.0,208582.0,0.7445353,18.733192
cell104basal.abf,8,Burst,0.07859999999999978,-41.762127,12.444979,-55.915,34.243,3.692721,14.738979,-3.284966,-244.99364,30459.607,-147603.0,248930.0,0.85915244,16.823326
cell104basal.abf,8,Burst,0.5196999999999985,-46.87359,8.656108,-55.289,34.806,5.2865334,33.578323,-24.363148,-20.642801,18160.414,-150109.02,228597.0,1.3790221,43.344593
cell104basal.abf,8,Burst,0.3614999999999995,-43.82511,10.363533,-56.791,36.401,4.2941203,20.323606,-15.85009,-39.275227,22862.293,-157924.0,256746.02,0.694143,24.265738
cell104basal.abf,8,Burst,0.5473999999999997,-45.207363,9.64762,-56.509,36.901,4.5683036,24.528824,-24.754063,-24.050066,20803.182,-157616.39,241420.02,0.9642872,31.30991
cell104basal.abf,8,Burst,0.14639999999999986,-43.063053,10.737727,-56.259,32.867,4.305239,20.3938,-6.306853,-118.20237,25876.738,-141043.02,258618.0,1.0181055,23.27042
cell104basal.abf,8,Non-burst,2.3859,-62.189888,3.0529158,-66.422,37.496,7.863936,172.56467,-148.38809,6.121377,4563.109,-123213.0,362129.97,22.135208,1865.6375
cell104basal.abf,8,Non-burst,2.9769999999999994,-63.809345,2.8979294,-67.048,34.65,7.3393617,149.44467,-189.96332,3.729385,4331.7627,-118834.0,343685.53,20.577528,1699.4841
cell104basal.abf,8,Non-burst,1.4121000000000006,-63.161823,3.6847296,-66.235,36.088,7.782551,144.40327,-89.20024,6.8649616,5293.7656,-126966.0,348996.03,20.924479,1530.2515
cell104basal.abf,8,Non-burst,0.9267000000000003,-60.869617,4.816122,-65.203,33.649,4.667518,62.632652,-56.416824,10.831991,5982.1416,-120090.0,313347.28,18.7667,1069.8235
cell104basal.abf,8,Non-burst,0.7858999999999998,-60.67975,4.733001,-65.109,34.181,5.4741898,76.638985,-47.697174,13.410103,6213.754,-119773.01,331172.0,19.542206,1170.2941
cell104basal.abf,8,Non-burst,0.7992999999999988,-59.368095,4.2325106,-63.42,22.36,5.0546765,70.900116,-47.45497,-4.578328,5908.4873,-120398.0,311790.03,17.888845,1110.2268
cell104basal.abf,8,Non-burst,0.8279000000000014,-61.088696,6.0880795,-66.391,34.806,2.7953591,23.63277,-50.5842,17.149406,6084.993,-114765.51,323980.0,19.734352,1120.8099
cell104basal.abf,8,Non-burst,1.7012000000000018,-62.29039,3.675179,-67.705,36.401,4.927868,91.93087,-105.97768,6.9850693,4917.0015,-125400.99,320860.0,18.699715,1350.9929
cell104basal.abf,8,Non-burst,2.7150999999999996,-63.336384,3.1944451,-67.048,36.901,6.1020384,111.741844,-171.9739,5.4134307,4332.741,-117275.99,352760.03,21.41522,1836.892
cell104basal.abf,8,Non-burst,0.9576999999999991,-60.432735,4.2923923,-66.078,32.617,4.9852796,77.76587,-57.879246,9.27422,5809.8223,-118209.0,263000.03,17.020088,930.71674
cell104basal.abf,8,Non-burst,0.4125000000000014,-55.576626,3.5300057,-61.638,21.797,8.531751,163.34178,-22.928944,-201.28,5057.4976,-115083.0,9379.997,-11.4116955,229.11317
cell104basal.abf,9,Non-burst,0.3088,-63.283455,4.0966697,-66.673,36.901,8.812322,169.89189,-19.546818,332.36728,8471.375,-8759.995,330550.0,26.431326,896.63153
cell104basal.abf,9,Burst,1.3860000000000001,-47.073803,8.360511,-56.884,36.901,5.43859,36.01803,-65.25217,-7.6940794,17556.982,-161055.0,250170.02,1.4188285,46.99705
cell104basal.abf,9,Burst,0.3759999999999999,-45.1942,9.614151,-57.135,35.807,4.788333,26.026505,-17.000515,-32.021244,21003.977,-154169.2,256740.0,0.9607725,31.496605
cell104basal.abf,9,Burst,0.36540000000000017,-45.824913,9.197997,-55.696,34.243,5.1892257,30.896461,-16.75196,-25.588413,20700.309,-146040.0,263630.0,1.413951,37.617977
cell104basal.abf,9,Burst,0.15500000000000114,-41.963974,12.342393,-56.572,36.776,3.6031778,13.82292,-6.51148,-104.50972,29085.773,-159799.0,268001.0,0.64052397,16.682293
cell104basal.abf,9,Burst,0.11849999999999916,-44.955345,11.092607,-56.478,34.337,4.6916127,24.138376,-5.3347044,-73.09715,26771.205,-147602.02,266440.03,1.5142331,28.451927
cell104basal.abf,9,Burst,0.3055000000000003,-45.888702,9.18817,-56.071,32.867,5.366642,32.697144,-14.026512,-23.646502,20656.6,-143540.0,235798.22,1.3400184,37.228874
cell104basal.abf,9,Burst,0.7126000000000019,-45.715317,9.499614,-56.728,37.714,4.8775816,27.718777,-32.58434,-20.756386,21062.953,-164496.0,263630.0,1.1470624,34.616264
cell104basal.abf,9,Burst,0.05600000000000094,-46.802402,10.913026,-56.165,34.869,5.524283,32.393864,-2.6287355,-130.67847,27692.729,-146357.0,251434.02,2.229544,35.950123
cell104basal.abf,9,Non-burst,1.4385000000000001,-61.88759,3.753677,-65.922,35.807,5.7598014,105.21218,-89.034584,6.6527634,5202.3296,-125089.0,345560.0,20.927782,1557.7626
cell104basal.abf,9,Non-burst,1.9205,-61.810028,3.2843273,-64.89,34.243,7.4152694,150.59187,-118.71523,5.4548326,4686.9717,-119773.01,297710.0,19.066402,1346.1116
cell104basal.abf,9,Non-burst,2.740899999999999,-62.594677,2.7165997,-65.891,24.893,6.6773257,141.30289,-171.56786,-2.8068447,4152.055,-126968.01,329610.0,17.422768,1643.9958
cell104basal.abf,9,Non-burst,1.9382000000000001,-60.241596,4.313613,-64.765,34.337,2.7412958,30.43066,-116.769035,7.0993705,4699.139,-113518.0,308658.03,20.387476,1417.9944
cell104basal.abf,9,Non-burst,0.6553000000000004,-60.757713,4.9792223,-65.297,32.867,4.9148083,64.35775,-39.823532,10.975098,6696.411,-129471.0,262060.02,15.105003,738.6584
cell104basal.abf,9,Non-burst,7.688499999999998,-62.57606,3.1362197,-65.828,27.895,3.5879133,39.635094,-481.11865,0.29291043,3569.0767,-122273.0,376832.03,15.624662,1791.7477
cell104basal.abf,9,Non-burst,1.1012999999999984,-58.26067,2.935322,-62.294,22.923,7.921889,162.99928,-64.16413,-11.5301485,5072.205,-121962.0,283330.0,13.814223,1045.5608
cell104basal.abf,9,Non-burst,0.23290000000000077,-57.493347,4.9090605,-61.982,27.551,8.154896,118.99174,-13.394239,-383.48648,6502.1367,-139162.02,10320.016,-13.92526,249.32767
cell104basal.abf,10,Non-burst,8.1454,-63.434124,1.4436307,-66.016,37.026,11.106565,601.8283,-516.70135,12.170428,3418.4385,-11570.054,350871.03,17.838432,1628.2881
cell104basal.abf,10,Burst,1.0197000000000003,-46.49265,8.741424,-56.196,37.026,5.5080123,34.85323,-47.416397,-9.936262,19742.15,-174190.98,243610.0,1.2793281,40.13892
cell104basal.abf,10,Non-burst,12.3348,-63.19541,1.7408415,-66.016,26.894,7.2166944,201.51198,-779.50726,-7.2687044,3136.5588,-125090.0,11250.0,-2.0104127,71.98535
cell104basal.abf,11,Non-burst,7.4501,-63.516575,1.2912995,-65.922,38.528,16.760199,1036.9244,-473.21002,13.512033,3497.5327,-10630.036,374019.97,20.396845,1963.6304
cell104basal.abf,11,Burst,1.7001999999999997,-47.70239,8.738194,-59.324,38.528,5.0272913,33.519897,-81.111626,-6.9897513,18609.406,-171682.98,265500.0,1.60227,49.868336
cell104basal.abf,11,Burst,1.3129000000000008,-46.88443,8.549247,-56.697,38.309,5.599627,36.85321,-61.562523,-8.599275,19098.36,-171060.02,286769.0,1.4516553,45.61596
cell104basal.abf,11,Burst,0.4339000000000013,-45.370033,9.69232,-56.29,37.683,4.9834943,28.102068,-19.693758,-27.748314,22437.307,-166056.0,268008.0,1.1673964,32.68746
cell104basal.abf,11,Non-burst,6.458500000000001,-62.296036,2.7089236,-67.204,38.309,4.3672214,99.41303,-402.34842,1.806146,3699.4338,-128529.0,373387.0,16.79204,1842.1456
cell104basal.abf,11,Non-burst,2.446999999999999,-60.825462,3.2748916,-65.453,37.683,5.0234838,108.043976,-148.84921,4.357987,4507.3003,-131339.02,332110.0,18.329933,1516.4799
cell104basal.abf,11,Non-burst,1.6972999999999985,-61.38865,2.8077116,-64.515,25.643,7.286453,157.31169,-104.19919,-52.731396,3628.434,-129155.51,12200.013,-9.232483,279.79803
cell105basal.abf,0,Non-burst,21.4999,-68.11202,0.98505026,-71.176,-64.609,0.010811381,-0.5334661,-1464.4014,-0.103254,2458.3667,-12509.995,15319.978,0.356048,-0.14775062
cell105basal.abf,1,Non-burst,2.3455,-69.56113,1.5752001,-71.176,44.845,29.600578,1681.656,-163.16136,48.70518,4360.1787,-8439.941,474090.03,64.91478,6545.999
cell105basal.abf,1,Burst,0.028900000000000148,-42.887318,21.899767,-63.545,44.845,2.4580722,5.925557,-1.2480087,-143.94464,99006.266,-281140.0,540080.0,1.4942019,9.896279
cell105basal.abf,1,Burst,0.03520000000000012,-43.787727,20.246552,-63.17,46.127,2.7355623,7.766383,-1.5499457,-212.32901,89599.29,-287393.0,518180.03,1.7877318,13.292067
cell105basal.abf,1,Burst,0.032399999999999984,-43.03533,21.086845,-62.357,47.065,2.6091528,6.8732862,-1.4029874,-226.82118,92548.555,-290834.0,550700.0,1.6586227,11.656597
cell105basal.abf,1,Burst,0.054400000000000226,-44.93982,17.367207,-63.326,44.344,3.1577644,11.182798,-2.4466884,-910.52277,73197.01,-280203.03,525070.0,1.561964,16.92176
cell105basal.abf,1,Burst,0.045099999999999696,-43.549553,19.774048,-62.795,43.469,2.7943306,8.103115,-1.9725974,-83.902435,82839.016,-260811.02,493480.0,1.77414,14.272755
cell105basal.abf,1,Burst,0.04420000000000002,-43.272366,19.453064,-62.388,43.375,2.7398186,7.8918924,-1.9210875,-97.64692,81571.66,-267071.0,491600.0,1.5490748,12.284579
cell105basal.abf,1,Burst,0.04940000000000033,-43.64168,18.592194,-63.264,46.002,2.918361,9.12868,-2.1645103,-143.0768,76062.16,-267370.0,491290.0,1.552596,13.390583
cell105basal.abf,1,Burst,0.030300000000000438,-42.289448,21.707426,-62.169,45.22,2.402374,5.524724,-1.2898288,-193.00371,90531.414,-277077.03,484100.0,1.5263373,10.060826
cell105basal.abf,1,Burst,0.04470000000000063,-43.197456,19.523958,-62.764,44.063,2.7499433,7.896557,-1.9394054,-110.53719,81374.07,-275512.03,474090.03,1.8875196,14.512571
cell105basal.abf,1,Burst,0.03810000000000002,-43.328487,19.243683,-62.232,43.437,2.7117364,7.7391376,-1.6534579,-895.3681,79220.2,-263936.0,475660.03,1.8562641,15.259296
cell105basal.abf,1,Burst,0.03880000000000017,-42.37482,20.626776,-62.107,45.876,2.5397067,6.4280577,-1.6526132,-182.93814,85330.75,-263940.03,460330.03,1.7141438,11.860696
cell105basal.abf,1,Burst,0.028600000000000847,-41.221867,22.30053,-61.262,45.845,2.3013673,4.8849254,-1.1872642,-271.1534,93414.984,-274571.0,502240.0,1.8799204,11.7101
cell105basal.abf,1,Burst,0.043699999999999406,-42.301586,18.97083,-61.7,42.874,2.6632085,7.4222984,-1.8522849,-266.81165,78201.68,-260498.11,469400.03,1.7154784,13.189512
cell105basal.abf,1,Burst,0.03389999999999915,-41.099392,21.35335,-61.888,41.53,2.3106203,5.0567408,-1.4013665,-97.78761,88858.31,-248306.02,458140.0,1.4804741,9.321488
cell105basal.abf,1,Burst,0.03569999999999851,-41.835102,20.466137,-61.669,40.779,2.4216383,5.7343063,-1.4965448,-587.6685,86688.125,-241422.02,470330.03,1.7009953,11.20665
cell105basal.abf,1,Burst,0.03470000000000084,-41.56056,21.512917,-62.013,46.252,2.3745606,5.408169,-1.4505572,-216.31088,90180.555,-273320.0,483160.03,1.5975783,10.373492
cell105basal.abf,1,Burst,0.0359000000000016,-42.249073,20.883406,-62.294,40.529,2.4277513,5.767585,-1.5249319,-48.7742,88897.31,-236734.02,494730.0,1.6051034,10.7746105
cell105basal.abf,1,Burst,0.049399999999998556,-43.287018,19.654236,-62.732,46.846,2.7361002,7.776003,-2.1469903,-162.69193,82060.77,-277695.0,477839.97,1.5696974,12.341856
cell105basal.abf,1,Non-burst,1.5934,-68.63496,3.8077583,-71.207,46.127,8.55354,156.75325,-109.374146,3.4153383,6162.1226,-263938.0,448136.0,23.76748,2689.626
cell105basal.abf,1,Non-burst,0.8841000000000001,-68.86069,4.536598,-71.489,47.065,8.227584,143.27477,-60.89091,9.514761,8398.025,-232040.02,560402.0,29.367481,2521.1248
cell105basal.abf,1,Non-burst,1.7414999999999994,-69.763916,3.0921748,-72.208,39.716,10.566856,245.75023,-121.49657,-14.492362,5323.2905,-244240.0,439060.0,18.37928,3234.3835
cell105basal.abf,1,Non-burst,1.3072000000000008,-70.140144,3.0767968,-72.239,43.469,15.132628,438.84494,-91.69835,3.254284,7401.399,-241420.03,651090.0,45.835396,4802.3276
cell105basal.abf,1,Non-burst,0.8309999999999995,-70.11233,3.8776784,-72.521,43.375,12.070228,268.3171,-58.274506,4.440433,8095.61,-237674.4,511620.03,24.756332,2160.857
cell105basal.abf,1,Non-burst,0.8346999999999998,-70.43306,3.8666565,-73.083,46.002,11.227463,250.99962,-58.80177,8.317959,8925.118,-236418.0,634210.0,38.624664,3198.223
cell105basal.abf,1,Non-burst,0.5763999999999996,-70.29889,4.5987473,-73.678,38.934,8.054132,135.51076,-40.52203,-74.3415,7228.6875,-232670.03,292710.0,-4.000043,909.5549
cell105basal.abf,1,Non-burst,0.8979999999999997,-70.33825,5.6422577,-73.553,44.063,5.5004745,62.04911,-63.174946,5.2238307,7589.5723,-234233.02,390906.0,18.902931,1583.1935
cell105basal.abf,1,Non-burst,0.3791999999999991,-69.509346,5.4396086,-73.928,39.122,6.392884,86.09778,-26.36039,-77.21231,9709.147,-229853.52,391218.0,8.342862,878.6374
cell105basal.abf,1,Non-burst,0.8975000000000009,-72.10688,4.021788,-74.866,45.876,10.760125,231.17473,-64.727394,7.421741,8524.461,-229227.98,618870.0,38.413113,3263.3308
cell105basal.abf,1,Non-burst,0.5644999999999989,-70.84959,5.1757407,-74.928,38.778,6.044413,85.08275,-39.996086,-84.38714,7048.4546,-234544.0,262379.03,-7.389133,816.0223
cell105basal.abf,1,Non-burst,0.7180999999999997,-71.12191,7.0535984,-75.491,42.874,4.12637,31.568768,-51.08381,6.662025,8423.113,-228284.52,474710.03,21.62849,1677.7844
